Food_items,Breakfast,Lunch,Dinner,Veg/NonVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars,BMI_Range
Celery,0,0,1,1,16,0.2,0.7,0.1,40,80,260,3.0,1.6,0.0,1.0,Underweight
Cheese,0,0,1,1,402,33.1,25.0,0.7,721,643,98,2.2,0.0,0.0,0.0,Overweight
Chicken Breast,0,1,1,0,165,3.6,31.0,0.9,11,64,223,0.0,0.0,0.0,0.0,Normal
Chickpeas,0,0,1,1,164,2.6,8.9,2.9,49,27,291,27.0,7.6,0.0,2.0,Normal
Cinnamon,0,0,0,1,247,1.2,3.9,8.3,1002,10,431,80.0,53.1,0.0,2.0,Overweight
Coconut Oil,0,0,0,1,862,100.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,Overweight
Corn,0,0,1,1,86,1.2,3.2,0.5,2,15,270,19.0,2.7,0.0,0.0,Normal
Cranberries,0,0,0,1,46,0.1,0.4,0.1,2,2,2,12.0,4.6,0.0,4.0,Underweight
Cabbage Soup,1,0,0,1,82,1.4,1.9,0.6,66,18,447,16.5,6.0,0.0,2.0,Healthy
Cajun Chicken Pasta,0,1,1,0,318,13.7,26.4,2.34,69,400,339,21.7,2.1,0.0,2.0,Overweight
California Rolls,0,1,1,0,297,4.6,10.2,1.3,26,607,63,57.1,5.0,0.0,11.0,Healthy
Candied Walnuts,0,0,1,1,183,14.7,4.3,0.7,27,150,100,9.2,1.2,0.0,6.0,Healthy
Caprese Salad,0,1,1,1,300,25.0,15.0,0.0,525,125,0,6.0,2.2,0.0,3.0,Overweight
Carrot Cake,0,0,1,1,345,17.0,3.5,0.5,88,184,109,50.0,1.7,0.0,22.0,Overweight
Carrot Halwa,0,0,1,1,237,8.2,3.6,1.12,104,63,281,35.0,2.8,0.0,43.0,Overweight
Carrot Soup,1,0,0,1,53,2.6,0.9,0.3,35,150,190,6.3,1.7,0.0,6.0,Healthy
Cashew Chicken,0,1,1,0,260,12.0,25.0,1.8,53,589,24,13.5,1.1,0.0,4.0,Overweight
Cauliflower Fried Rice,1,0,1,1,160,4.0,7.0,1.2,45,480,2,16.0,2.5,0.0,6.0,Healthy
Chana Masala,1,1,1,1,272,6.0,10.0,3.3,100,296,9,39.8,9.6,0.0,3.0,Healthy
Cheddar Cheese,0,1,1,0,403,33.0,25.0,0.7,721,620,331,1.3,0.0,0.0,0.0,Overweight
Cheeseburger,0,0,1,0,303,14.0,15.0,2.7,130,425,296,26.0,2.0,0.0,4.0,Overweight
Cheese Omelette,1,1,0,0,720,56.0,44.0,2.4,688,920,760,4.0,0.0,2.0,2.0,Overweight
Chicken Alfredo,0,1,1,0,830,48.0,54.0,2.1,135,355,643,49.0,1.4,0.0,6.0,Overweight
Chicken Biryani,0,1,1,0,402,11.4,30.0,2.2,104,107,464,40.1,2.6,0.0,3.0,Overweight
Chicken Caesar Salad,0,1,1,0,400,20.0,45.0,3.0,105,745,240,3.0,1.3,0.0,2.0,Overweight
Chicken Enchiladas,0,1,1,0,320,14.0,20.0,1.7,125,820,470,26.0,1.2,0.0,3.0,Overweight
Chicken Fried Rice,1,1,1,0,450,18.0,24.0,2.1,52,868,390,45.0,2.5,0.0,3.0,Overweight
Chicken Noodle Soup,1,0,0,0,87,3.6,7.0,0.9,16,553,218,5.1,1.1,0.0,2.0,Healthy
Chicken Pad Thai,0,1,1,0,940,47.0,35.0,4.3,99,1355,94,93.0,4.2,0.0,6.0,Overweight
Chicken Parmesan,0,0,1,0,614,29.0,65.0,2.4,444,1037,285,36.0,2.1,0.0,3.0,Overweight
Chicken Quesadilla,0,1,1,0,523,27.0,29.0,2.3,140,870,330,41.0,2.0,0.0,3.0,Overweight
Chicken Salad,0,1,1,0,348,20.0,31.0,2.5,77,150,686,2.7,0.0,0.0,4.0,Overweight
Chicken Shawarma,0,1,1,0,357,21.0,32.0,2.7,98,784,230,11.0,1.4,0.0,3.0,Overweight
Chicken Tikka,0,1,1,0,380,18.0,40.0,2.4,104,1500,125,3.7,1.8,0.0,2.0,Overweight
Chicken Tortilla Soup,1,0,0,0,131,3.0,8.0,0.9,26,597,423,15.0,2.7,0.0,1.0,Healthy
Chicken Wings,0,1,1,0,290,17.0,32.0,2.1,12,55,133,0.0,0.0,0.0,0.0,Overweight
Chili Cheese Fries,0,0,1,0,362,19.0,9.0,1.6,275,888,783,34.0,3.6,0.0,1.0,Overweight
Chili Con Carne,0,1,1,0,282,15.0,16.0,2.7,92,1025,583,22.0,4.2,0.0,2.0,Overweight
Chocolate Cake,0,0,1,1,371,15.0,4.0,0.7,70,95,37,59.9,2.1,0.0,33.0,Overweight
Chocolate Chip Cookies,1,0,0,1,78,4.0,1.0,0.4,2,60,51,11.0,0.7,0.0,5.0,Healthy
Chocolate Ice Cream,0,0,1,1,267,15.0,4.0,0.8,94,104,119,29.0,1.7,0.0,25.0,Overweight
Chocolate Milkshake,1,0,0,1,124,5.0,3.0,0.4,153,84,97,15.0,0.6,0.0,18.0,Healthy
Clam Chowder,1,0,0,0,91,3.0,5.0,1.4,84,765,295,7.2,0.0,0.0,2.0,Healthy
Coconut Chicken Curry,0,1,1,0,359,20.0,27.0,2.4,62,590,234,13.0,4.2,0.0,4.0,Overweight
Coconut Rice,1,0,1,1,268,9.0,4.0,1.1,10,9,82,44.8,0.0,0.0,2.0,Overweight
Coffee Cake,1,0,0,1,256,13.0,3.0,0.5,54,291,27,32.0,0.8,0.0,15.0,Overweight
Corn Chowder,1,0,0,1,203,9.0,5.0,0.7,55,402,29,25.0,1.2,0.0,7.0,Overweight
Crab Cakes,0,1,1,0,212,12.0,20.0,0.8,90,478,224,3.2,0.5,0.0,3.0,Overweight
Crab Rangoon,0,0,1,0,188,8.0,5.0,0.7,37,294,220,21.0,0.8,0.0,4.0,Healthy
Crab Soup,1,0,0,0,73,4.0,6.0,1.4,107,477,196,3.3,0.7,0.0,3.0,Healthy
Cream Cheese,0,1,1,0,342,34.0,6.0,0.4,125,213,184,4.0,0.0,0.0,2.0,Overweight
Cream of Mushroom Soup,1,0,0,1,203,15.0,4.0,1.4,56,874,250,12.0,1.6,0.0,5.0,Overweight
Dates,0,0,0,1,282,0.4,2.5,0.9,39,2,656,75.0,8.0,0.0,63.0,Overweight
Dal Makhani,1,1,1,1,210,13.0,11.0,1.8,98,569,359,10.0,4.6,0.0,1.0,Healthy
Dal Tadka,1,1,1,1,230,10.0,12.0,1.2,88,750,408,24.0,3.8,0.0,1.0,Healthy
Dark Chocolate,0,0,0,1,546,32.0,4.9,2.1,11,11,24,61.4,7.0,0.0,31.0,Overweight
Date Cake,0,0,1,1,325,17.0,3.0,0.7,58,196,55,42.2,1.3,0.0,26.0,Overweight
Date Milkshake,1,0,0,1,102,2.0,3.0,0.5,108,72,111,18.0,0.6,0.0,17.0,Healthy
Deviled Eggs,1,0,0,0,156,12.0,9.0,0.9,60,205,137,1.2,0.0,2.0,1.0,Overweight
Diet Coke,1,1,1,0,0,0.0,0.0,0.0,0,40,0,0.0,0.0,0.0,0.0,Underweight
Dim Sum,0,1,1,0,145,4.0,7.0,0.8,46,366,199,18.0,1.5,0.0,0.0,Healthy
Donuts,1,0,0,1,452,25.0,5.0,0.9,7,398,16,52.0,2.5,0.0,30.0,Overweight
Dragon Fruit,1,1,1,1,60,0.4,1.2,0.7,9,2,80,13.5,3.0,0.0,8.0,Healthy
Duck Breast,0,1,1,0,337,25.0,27.0,4.4,10,74,417,0.0,0.0,0.0,0.0,Overweight
Dumplings,1,0,0,0,56,1.0,3.0,0.5,9,128,10,10.0,0.8,0.0,0.0,Healthy
Dutch Apple Pie,0,0,1,1,237,10.0,2.0,0.7,12,198,86,36.1,2.1,0.0,18.0,Overweight
Doner Kebab,0,1,1,0,235,12.0,22.0,3.5,108,93,469,1.0,0.0,0.0,2.0,Overweight
Dosa,1,0,0,1,133,1.7,5.3,0.2,48,232,75,25.0,3.4,0.0,0.0,Healthy
Double Cheeseburger,0,1,1,0,485,25.0,24.0,2.4,154,827,295,33.0,3.1,0.0,8.0,Overweight
Dragon Roll,0,1,1,0,249,2.0,8.0,0.7,21,217,99,53.0,2.6,0.0,10.0,Healthy
Drumstick Curry,0,0,1,1,95,5.6,1.9,0.7,19,12,339,6.9,1.8,0.0,1.0,Healthy
Dry Fruits,0,0,0,1,455,23.0,16.0,3.9,17,22,742,49.0,7.5,0.0,30.0,Overweight
Duck Confit,0,1,1,0,413,33.0,29.0,6.5,32,97,240,0.0,0.0,0.0,0.0,Overweight
Duck Salad,0,1,1,1,198,14.0,9.0,2.3,22,127,321,6.2,2.4,0.0,2.0,Overweight
Durian,0,1,1,1,147,5.0,1.5,0.3,6,2,105,27.1,3.8,0.0,4.0,Healthy
Dragonfruit,0,0,0,1,60,0.4,1.2,0.3,3,28,106,9.0,1.8,0.0,8.0,Normal
Durian,0,0,1,1,147,5.3,1.5,0.4,44,2,436,27.0,3.8,0.0,0.0,Underweight
Eggplant,0,0,1,1,25,0.2,1.0,0.4,9,2,229,6.0,2.5,0.0,0.0,Underweight
Eggs,1,1,1,1,155,11.0,13.0,1.3,54,124,126,1.1,0.0,0.0,1.0,Normal
Egg Curry,1,1,1,0,192,13.0,12.0,2.0,155,100,398,5.6,0.0,0.0,0.0,Healthy
Egg Fried Rice,1,0,1,0,218,9.0,10.0,2.2,29,235,119,27.0,1.6,0.0,0.0,Healthy
Egg Muffins,1,0,0,0,127,9.0,8.0,0.8,130,240,330,1.5,0.0,1.0,1.0,Overweight
Egg Noodles,1,0,1,0,138,3.0,5.0,0.8,9,63,23,20.0,1.1,0.0,0.0,Healthy
Egg Roll,1,1,1,0,135,7.0,7.0,0.6,52,244,96,10.0,0.9,0.0,0.0,Healthy
Egg Salad,1,0,1,1,186,15.0,8.0,1.7,53,345,245,1.5,1.1,0.0,1.0,Healthy
Egg Sandwich,1,1,0,0,315,19.0,19.0,1.6,200,592,179,14.0,1.6,0.0,2.0,Overweight
Eggplant Curry,0,0,1,1,79,6.0,2.0,0.5,12,4,107,8.8,3.0,0.0,2.0,Healthy
Eggplant Parmesan,0,0,1,1,366,17.0,14.0,1.4,310,501,319,38.0,11.3,0.0,10.0,Overweight
Eggs Benedict,1,1,0,0,524,45.0,20.0,2.3,199,830,173,3.1,0.0,0.0,0.0,Overweight
Eggs Florentine,1,1,0,0,299,24.0,14.0,4.0,171,567,247,3.4,0.0,0.0,0.0,Overweight
Eggs in Purgatory,1,0,0,0,153,9.0,7.0,1.3,107,410,260,8.0,1.2,0.0,2.0,Healthy
Eggnog,1,0,0,0,135,7.0,5.0,0.3,77,47,82,12.0,0.0,0.0,10.0,Overweight
Eggplant Salad,1,1,1,1,94,6.0,3.0,0.6,22,4,146,7.8,3.0,0.0,1.0,Healthy
English Breakfast,1,0,1,0,417,26.0,21.0,4.0,283,768,580,10.0,2.3,0.0,1.0,Overweight
English Muffin,1,0,0,0,129,2.0,4.0,1.4,52,223,236,26.0,2.0,0.0,1.0,Healthy
Enchiladas,0,0,1,0,228,9.0,12.0,1.4,203,798,291,20.0,2.1,0.0,2.0,Overweight
Endive Salad,1,1,1,1,17,0.2,1.3,0.6,52,46,314,3.4,3.1,0.0,0.0,Healthy
Energy Drink,0,0,0,0,45,0.0,0.0,0.0,10,200,0,11.0,0.0,0.0,9.0,Healthy
Falafel,1,1,1,1,333,18.0,13.0,4.1,184,1016,582,26.0,11.7,0.0,1.0,Overweight
Falooda,0,0,1,0,144,1.0,2.0,0.2,0,62,8,31.0,0.3,0.0,25.0,Overweight
Fajitas,0,0,1,0,335,14.0,25.0,4.1,160,1028,417,19.0,2.6,0.0,4.0,Overweight
Farfalle Pasta,0,1,1,0,188,0.8,7.0,2.1,21,5,198,39.0,2.7,0.0,1.0,Healthy
Farmers Omelette,1,1,0,0,238,19.0,12.0,1.8,150,630,271,3.0,0.5,0.0,1.0,Overweight
Fettuccine Alfredo,0,1,1,0,517,30.0,12.0,1.1,123,374,428,43.0,2.7,0.0,3.0,Overweight
Figs,1,1,1,1,74,0.3,0.8,0.3,35,1,232,19.2,2.9,0.0,16.0,Healthy
Fish and Chips,0,0,1,0,840,43.0,35.0,5.5,153,1600,987,81.0,4.9,0.0,1.0,Overweight
Flax Seeds,1,1,1,1,534,42.0,18.0,5.7,255,30,813,29.0,27.3,0.0,1.0,Overweight
Focaccia Bread,0,1,1,0,249,5.0,9.0,0.8,27,591,110,45.0,2.4,0.0,2.0,Overweight
Fried Chicken,0,0,1,0,250,17.0,24.0,1.4,36,588,258,8.0,0.6,0.0,0.0,Overweight
Fried Rice,1,0,1,0,271,12.0,7.0,1.4,35,642,118,36.0,2.4,0.0,0.0,Overweight
Frittata,1,0,0,0,128,9.0,8.0,1.2,169,468,173,1.5,0.0,1.0,1.0,Overweight
Frozen Yogurt,0,0,0,1,159,4.0,6.0,0.2,198,68,320,25.0,0.5,0.0,24.0,Overweight
Fruit Cake,1,0,0,0,324,13.0,3.0,0.8,62,75,74,50.0,1.2,0.0,35.0,Overweight
Fruit Chaat,1,1,0,1,105,0.6,1.5,0.6,56,72,360,25.0,3.2,0.0,18.0,Healthy
Fruit Cocktail,1,1,0,1,81,0.3,0.8,0.3,9,1,244,20.6,2.6,0.0,19.0,Healthy
Fruit Custard,1,0,0,1,91,3.0,2.0,0.2,79,40,115,13.0,0.4,0.0,10.0,Healthy
Fruit Juice,1,1,0,1,45,0.2,0.5,0.1,7,1,124,11.5,0.3,0.0,8.0,Healthy
Fruit Salad,1,1,0,1,74,0.3,0.8,0.3,35,1,232,19.2,2.9,0.0,16.0,Healthy
Fruit Tart,1,0,0,1,289,18.0,5.0,0.8,18,67,184,27.0,1.4,0.0,20.0,Overweight
Figs,0,0,0,1,74,0.3,0.8,0.4,35,1,232,19.0,2.9,0.0,16.0,Underweight
Flaxseed,0,0,0,1,534,42.2,18.3,5.7,255,30,813,28.9,27.3,0.0,1.0,Overweight
Garlic,0,0,1,1,149,0.5,6.4,1.7,25,17,401,33.0,2.1,0.0,1.0,Underweight
Garlic Bread,0,0,1,0,350,16.0,10.0,1.5,215,600,474,44.0,2.1,0.0,2.0,Overweight
Gazpacho Soup,1,0,0,1,79,4.0,1.0,0.4,12,32,208,10.5,1.3,0.0,3.0,Healthy
German Pancakes,1,1,0,0,285,15.0,8.0,1.6,176,254,258,21.0,0.8,0.0,13.0,Overweight
Ginger Tea,1,1,0,1,4,0.0,0.0,0.2,1,2,3,1.1,0.0,0.0,0.0,Healthy
Gingerbread Cookies,0,0,0,0,226,11.0,3.0,1.4,40,250,342,29.0,1.1,0.0,16.0,Overweight
Glazed Donut,1,0,0,0,452,25.0,5.0,1.6,32,285,379,50.0,1.1,0.0,24.0,Overweight
Gnocchi,0,0,1,0,250,1.0,5.0,1.5,32,5,175,51.0,3.2,0.0,0.0,Overweight
Goat Cheese Salad,1,0,1,1,154,10.0,6.0,0.9,152,164,148,2.2,0.9,0.0,1.0,Overweight
Gobi Manchurian,0,0,1,1,275,21.0,7.0,2.5,42,188,319,17.0,2.5,0.0,0.0,Overweight
Goulash Soup,1,0,1,0,168,7.0,9.0,1.4,102,437,369,12.0,1.2,0.0,4.0,Overweight
Granola,1,0,0,0,471,19.0,15.0,4.2,50,12,408,66.0,6.7,0.0,22.0,Overweight
Grapefruit Juice,1,1,0,1,39,0.1,0.6,0.0,8,1,95,9.2,0.1,0.0,8.0,Healthy
Grasshopper Pie,0,0,0,0,241,10.0,3.0,0.7,55,112,241,35.0,1.0,0.0,24.0,Overweight
Gravy,0,0,1,0,150,10.0,2.0,1.5,54,100,260,10.0,0.5,0.0,1.0,Overweight
Greek Salad,1,1,1,1,257,21.0,7.0,2.0,285,500,323,6.3,1.2,0.0,2.0,Overweight
Greek Yogurt,1,0,0,1,59,2.0,5.0,0.1,121,36,61,3.6,0.0,0.0,4.0,Healthy
Green Bean Casserole,0,0,1,1,215,9.0,7.0,2.3,119,440,431,30.0,7.6,0.0,3.0,Overweight
Green Beans Almondine,0,0,1,1,74,4.0,2.0,0.8,12,3,173,8.0,3.4,0.0,3.0,Healthy
Green Curry,0,0,1,1,106,7.0,2.0,0.6,34,17,202,10.0,1.4,0.0,2.0,Overweight
Green Goddess Salad,1,1,1,1,115,7.0,3.0,0.7,53,288,234,12.0,1.5,0.0,6.0,Overweight
Green Juice,1,0,0,1,49,0.5,1.0,0.4,19,20,237,11.8,0.6,0.0,7.0,Healthy
Green Mango Salad,1,0,0,1,30,0.3,1.0,0.2,11,2,144,6.6,0.7,0.0,3.0,Healthy
Green Pea Soup,1,0,0,1,145,7.0,6.0,1.2,20,220,339,10.0,3.1,0.0,4.0,Overweight
Green Salad,1,1,1,1,27,0.3,1.3,0.8,52,46,314,3.4,3.1,0.0,0.0,Healthy
Green Smoothie,1,0,0,1,71,0.4,0.6,0.2,39,5,260,17.0,0.5,0.0,5.0,Healthy
Green Tea,1,1,0,1,1,0.0,0.0,0.2,2,6,18,0.2,0.0,0.0,0.0,Healthy
Grilled Cheese Sandwich,1,1,0,0,400,22.0,17.0,1.8,455,704,110,24.0,2.0,0.0,2.0,Overweight
Grilled Chicken,0,1,1,0,335,19.0,33.0,2.5,25,389,553,1.4,0.0,0.0,0.0,Overweight
Grilled Fish,0,1,1,0,232,12.0,30.0,0.7,37,268,318,0.0,0.0,0.0,0.0,Overweight
Guacamole,0,1,0,1,160,14.0,2.0,0.8,9,253,259,8.5,6.8,0.0,1.0,Overweight
Gulab Jamun,0,0,1,0,200,10.0,3.0,0.2,14,20,132,25.0,0.1,0.0,25.0,Overweight
Gumbo,0,0,1,0,157,8.0,9.0,1.3,121,518,237,11.0,2.0,0.0,1.0,Overweight
Ginger,0,0,0,1,80,0.8,1.8,0.2,16,9,415,18.0,2.0,0.0,1.0,Underweight
Grapes,0,0,0,1,69,0.2,0.6,0.4,3,2,191,18.0,0.9,0.0,15.0,Underweight
Green Beans,0,0,1,1,31,0.1,1.8,0.8,37,6,209,7.0,3.4,0.0,2.0,Underweight
Hazelnuts,0,0,0,1,628,61.6,14.9,4.7,114,0,680,16.7,9.7,0.0,4.0,Overweight
Hakka Noodles,0,0,1,0,330,14.0,10.0,0.8,25,521,121,48.0,2.1,0.0,1.0,Overweight
Hamburger,0,1,1,0,250,9.0,13.0,1.6,45,500,320,31.0,2.1,0.0,5.0,Overweight
Ham Sandwich,1,1,0,0,329,13.0,16.0,1.5,47,927,296,34.0,2.1,0.0,2.0,Overweight
Hash Browns,1,1,0,0,326,19.0,4.0,1.2,11,671,450,39.0,3.4,0.0,1.0,Overweight
Hawaiian Pizza,0,1,1,0,296,14.0,12.0,1.4,92,572,334,29.0,3.1,0.0,2.0,Overweight
Hazelnut Coffee,1,1,0,0,2,0.0,0.3,0.1,17,5,74,0.3,0.0,0.0,0.0,Healthy
Herb-Grilled Salmon,0,1,1,0,218,13.0,23.0,0.9,42,68,384,0.0,0.0,0.0,0.0,Overweight
Herbal Tea,1,1,0,0,1,0.0,0.0,0.1,2,4,0,0.1,0.0,0.0,0.0,Healthy
Hoagie,1,1,0,0,276,13.0,17.0,1.6,51,624,303,22.0,2.1,0.0,3.0,Overweight
Honey Chicken,0,1,1,0,231,9.0,29.0,1.4,18,87,370,13.0,1.3,0.0,6.0,Overweight
Honey Garlic Chicken,0,1,1,0,267,11.0,24.0,1.4,19,134,323,16.0,0.4,0.0,15.0,Overweight
Honey Lemon Chicken,0,1,1,0,235,7.0,28.0,1.3,22,95,300,17.0,1.3,0.0,8.0,Overweight
Honey Mustard Chicken,0,1,1,0,240,12.0,29.0,1.5,26,158,359,16.0,1.1,0.0,9.0,Overweight
Honey Sesame Chicken,0,1,1,0,255,9.0,27.0,1.6,24,123,327,17.0,1.2,0.0,7.0,Overweight
Hot and Sour Soup,1,0,0,1,40,0.1,1.0,0.1,4,25,124,9.3,0.1,0.0,1.0,Healthy
Hot Chocolate,1,0,0,0,192,7.0,9.0,0.7,250,96,261,26.0,2.4,0.0,19.0,Overweight
Hot Dog,0,1,1,0,290,17.0,11.0,1.8,32,801,744,19.0,1.2,0.0,3.0,Overweight
Hot Wings,0,0,1,0,290,18.0,28.0,2.0,38,159,223,6.7,1.2,0.0,1.0,Overweight
Hummingbird Cake,0,0,0,0,390,19.0,5.0,1.2,75,212,249,51.0,1.1,0.0,39.0,Overweight
Honey,0,0,0,1,304,0.0,0.3,0.4,5,4,3,82.0,0.2,0.0,82.0,Overweight
Ice Cream,0,0,0,1,207,11.0,2.9,0.3,105,76,146,24.0,0.8,0.0,20.0,Overweight
Ice Cream,1,0,0,0,207,11.0,3.0,0.6,119,54,137,24.0,0.0,0.0,20.0,Overweight
Iceberg Lettuce Salad,1,0,0,1,14,0.1,0.9,0.4,11,4,90,2.1,1.2,0.0,1.0,Healthy
Iced Coffee,1,1,0,0,2,0.0,0.3,0.1,14,11,62,0.0,0.0,0.0,0.0,Healthy
Indian Tacos,0,1,1,0,260,11.0,14.0,1.1,67,432,269,23.0,3.0,0.0,4.0,Overweight
Irish Coffee,0,0,1,0,90,1.0,1.0,0.2,45,8,77,5.7,0.0,0.0,2.0,Healthy
Italian BMT,1,1,0,0,390,16.0,26.0,1.6,121,963,303,39.0,2.1,0.0,5.0,Overweight
Italian Dressing,0,0,1,1,267,29.0,0.4,0.3,8,936,176,2.6,0.0,0.0,2.0,Overweight
Italian Meatballs,0,0,1,0,249,17.0,20.0,1.5,42,435,349,8.5,1.2,0.0,2.0,Overweight
Jalapenos,0,0,0,1,29,0.4,1.4,0.6,26,3,183,4.0,1.3,0.0,2.0,Underweight
Jalapeno Poppers,1,0,0,0,372,29.0,14.0,1.8,131,829,255,19.0,1.8,0.0,5.0,Overweight
Japanese Pancakes,1,1,0,0,227,4.0,4.0,1.5,44,358,393,42.0,1.8,0.0,9.0,Overweight
Jerk Chicken,0,1,1,0,261,15.0,28.0,2.5,31,313,610,6.3,0.7,0.0,2.0,Overweight
Kale,0,0,1,1,35,0.5,2.9,0.9,47,38,348,7.0,1.3,0.0,0.0,Underweight
Key Lime Pie,0,0,0,0,345,19.0,5.0,1.3,108,166,203,43.0,2.1,0.0,30.0,Overweight
Kimchi,0,1,0,1,23,0.5,2.5,0.9,37,941,257,2.0,0.9,0.0,0.0,Healthy
Kombucha,1,0,0,0,14,0.0,0.0,0.1,20,2,4,3.0,0.0,0.0,3.0,Healthy
Kung Pao Chicken,0,0,1,0,275,13.0,18.0,1.5,31,362,592,13.0,2.1,0.0,5.0,Overweight
Kiwi,0,0,0,1,61,0.5,1.1,0.3,34,3,237,15.0,2.1,0.0,9.0,Underweight
Lamb,0,1,1,1,258,17.7,25.6,1.4,13,61,259,0.0,0.0,0.0,0.0,Normal
Lemon,0,0,0,1,29,0.3,1.1,0.2,26,2,138,9.0,2.8,0.0,2.0,Underweight
Lasagna,0,1,1,0,132,6.0,10.0,1.2,31,172,104,9.0,0.6,0.0,1.0,Overweight
Lemon Bars,0,0,0,0,263,12.0,2.0,0.4,16,138,251,37.0,1.5,0.0,25.0,Overweight
Lemon Chicken,0,1,1,0,226,11.0,28.0,1.5,28,212,323,3.4,0.6,0.0,2.0,Overweight
Lemon Curd,1,0,0,0,251,13.0,2.0,0.8,34,167,341,32.0,0.9,0.0,30.0,Overweight
Lemon Meringue Pie,0,0,0,0,259,10.0,5.0,0.6,51,167,201,38.0,0.9,0.0,29.0,Overweight
Lemon Rice,0,0,1,0,145,4.0,3.0,0.5,23,35,170,26.0,0.8,0.0,0.0,Healthy
Lemonade,1,1,0,1,29,0.0,0.1,0.0,2,3,9,7.7,0.1,0.0,7.0,Healthy
Lentil Soup,1,0,0,1,116,6.0,8.0,2.7,25,619,242,8.0,2.5,0.0,0.0,Healthy
Lettuce Wraps,0,1,1,1,129,10.0,4.0,1.6,38,242,212,6.4,0.9,0.0,1.0,Overweight
Lobster Bisque,1,0,0,0,171,12.0,7.0,0.7,90,937,270,6.7,0.1,0.0,0.0,Overweight
Lobster Roll,1,0,0,0,220,7.0,17.0,1.2,126,579,330,23.0,0.8,0.0,3.0,Overweight
Lentils,0,0,1,1,353,1.1,25.8,6.6,56,4,955,63.0,10.7,0.0,3.0,Overweight
Mango,0,0,0,1,60,0.4,0.8,0.2,11,1,168,15.0,1.6,0.0,14.0,Underweight
Milk,1,0,0,1,42,1.0,3.4,0.1,11,44,150,5.0,0.0,0.0,5.0,Underweight
Mushrooms,0,0,1,1,22,0.3,3.1,0.1,17,5,14,3.0,1.0,0.0,0.0,Normal
Macaroni and Cheese,0,0,1,0,292,11.0,14.0,1.2,233,404,168,34.0,1.2,0.0,5.0,Overweight
Mango Juice,1,1,0,1,65,0.3,0.6,0.3,3,3,0,15.0,0.6,0.0,14.0,Healthy
Mango Salad,1,0,0,1,68,0.3,0.9,0.6,9,3,116,15.7,1.6,0.0,13.0,Healthy
Mango Salsa,0,0,1,1,60,0.4,0.6,0.2,4,3,116,14.0,1.8,0.0,12.0,Healthy
Maple Bacon,1,1,0,0,458,42.0,15.0,1.2,6,242,871,1.1,0.0,23.0,23.0,Overweight
Maple Syrup,1,1,0,1,217,0.0,0.1,0.4,89,9,20,53.5,0.0,0.0,53.0,Healthy
Margarita Pizza,0,0,1,0,249,9.0,10.0,0.7,141,593,366,33.0,2.2,0.0,3.0,Overweight
Marinara Sauce,0,0,1,1,71,4.0,2.0,0.8,21,560,412,5.8,0.9,0.0,2.0,Overweight
Meatball Marinara Sub,1,1,0,0,465,23.0,27.0,2.4,135,885,431,42.0,2.5,0.0,6.0,Overweight
Meatloaf,0,1,1,0,220,8.0,29.0,2.2,27,289,271,6.3,1.0,0.0,2.0,Overweight
Milkshake,1,0,0,0,207,11.0,3.0,0.5,130,73,130,24.0,0.0,0.0,22.0,Overweight
Minestrone Soup,1,0,0,1,99,1.0,3.0,0.6,77,522,213,20.0,3.9,0.0,4.0,Healthy
Mint Chocolate Chip Ice Cream,1,0,0,0,270,14.0,3.0,0.5,100,110,120,36.0,1.1,0.0,25.0,Overweight
Mint Julep,1,0,1,0,218,1.0,0.0,0.1,7,7,4,0.2,0.0,0.0,0.0,Healthy
Miso Soup,1,0,0,1,34,1.0,2.0,0.5,12,1150,159,4.0,1.3,0.0,1.0,Healthy
Mixed Berry Smoothie,1,0,0,1,190,1.0,5.0,1.8,42,33,94,45.0,3.4,0.0,27.0,Overweight
Mixed Fruit Salad,1,0,0,1,46,0.3,0.6,0.2,6,3,29,11.4,1.5,0.0,7.0,Healthy
Mocha,1,0,0,0,357,15.0,5.0,0.7,220,76,181,42.0,2.6,0.0,29.0,Overweight
Mole Sauce,0,0,1,1,40,3.0,2.0,0.4,3,122,13,4.0,1.5,0.0,2.0,Healthy
Moo Shu Pork,0,0,1,0,280,16.0,21.0,1.6,45,443,484,15.0,2.4,0.0,1.0,Overweight
Mozzarella Sticks,0,0,0,0,360,21.0,12.0,0.7,102,937,477,23.0,1.5,0.0,1.0,Overweight
Muffuletta,1,1,0,0,398,18.0,21.0,2.5,122,1012,474,32.0,3.2,0.0,1.0,Overweight
Mushroom Pizza,0,0,1,1,224,7.0,12.0,1.4,141,611,223,29.0,2.1,0.0,2.0,Overweight
Mushroom Risotto,0,0,1,1,225,6.0,7.0,1.4,28,34,98,36.0,3.0,0.0,3.0,Overweight
Nectarines,0,0,0,1,44,0.3,0.9,0.2,6,0,1,11.0,1.7,0.0,8.0,Underweight
Nachos,0,0,1,0,276,15.0,9.0,1.3,112,423,522,24.0,4.2,0.0,1.0,Overweight
Neapolitan Pizza,0,0,1,0,250,10.0,12.0,1.0,137,449,312,26.0,1.2,0.0,2.0,Overweight
Nicoise Salad,1,0,0,1,240,15.0,21.0,2.5,91,141,194,5.1,3.2,0.0,2.0,Overweight
